id,title,User,Publication path,Authors,Publisher details
2199,Titanium and its Alloy,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DPHqr84AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DPHqr84AAAAJ:UeHWp8X0CEIC,"BAK 1.Yassin Mustafa Ahmed1 , 2. Khairul Salleh Mohamed Sahari ,. 3 ...","International Journal of Science and Research (IJSR) 3 (10), 1351-1361"
2200,History of Elements and Welding processes (article paper),data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DPHqr84AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DPHqr84AAAAJ:2osOgNQ5qMEC,"BAK Yassin Mustafa Ahmed, Khairul Salleh Mohamed Sahari, Mahadzir. Ishak","Australian Journal of Basic and Applied Sciences 8 (13), Pages: 296-315"
2201,History of Elements and welding processes,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DPHqr84AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DPHqr84AAAAJ:YOwf2qJgpHMC,"YM Ahmed, KSM Sahari, M Ishak, BA Karim","Australian Journal of Basic and Applied Sciences 8 (13), 296-315"
2202,Titanium and its alloy,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DPHqr84AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DPHqr84AAAAJ:roLk4NBRz8UC,"BA Khidhir, YM Ahmed, K Sahari, M Ishak, K Salleh, M Sahari, A Khidhir","IJSR (3), 1351-1361"
2203,Welding of titanium (Ti-6Al-4V) alloys: a review,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DPHqr84AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DPHqr84AAAAJ:IjCSPb-OGe4C,"YM Ahmed, KSM Sahari, M Ishak","Proceedings National Graduate Conference, Universiti Tenaga Nasional …"
2204,Welding of Titanium (Ti-6Al-4V) Alloys: A Review,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DPHqr84AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DPHqr84AAAAJ:9yKSN-GCB0IC,"MI Yassin Mustafa Ahmed, Khairul Salleh Mohamed Sahari","National Graduate Conference 2012 (NatGrad 2012), 2"
2205,The Influence of Annealing and Normalizing Processes on the Mechanical Properties and Chemical Composition of Carbon Steel ASTM A285Gr. C,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DPHqr84AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DPHqr84AAAAJ:Zph67rFs4hoC,YM Ahmed,
2206,Delimiting species using DNA and morphological variation in some Alcea (Malvaceae) species based on SRAP markers,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=PkI6G2oAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=PkI6G2oAAAAJ:u-x6o8ySG0sC,"CHN Meerza, BS Muhealdin, SH Hamarashid, SA Qadir, Y Juan",Caryologia 75 (4)
2207,Studying some morphological responses of stevia (Stevia rebaudiana Bertoni) to some elicitors under water deficiency,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=PkI6G2oAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=PkI6G2oAAAAJ:u5HHmVD_uO8C,"BS Muhealdin, SH Hamarashid, FI Ali, NO Abdulla, SA Qadir",Caryologia 75 (4)
2208,"ANALYSIS OF NATURALLY OCCURRING PENOLIC COMPOUNDS OF THE GENERA CLINOPODIUM L., HYMENOCRATER FISH & CA MEY. AND MELISSA L.",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=PkI6G2oAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=PkI6G2oAAAAJ:d1gkVwhDpl0C,"AMA Al-Zubaidy, KI Hassan, BS Jabbari",Iraqi Journal of Agricultural Sciences 47
2209,LoRa: A Proposed Connectivity Technology for Internet of Things Applications in the Kurdistan Region of Iraq,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:9yKSN-GCB0IC,"SS Ahmad, BI Saeed","Kurdistan Journal of Applied Research, 20-34"
2210,Improving RF-based partial discharge localization via machine learning ensemble method,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:Tyk-4Ss8FVUC,"ET Iorkyase, C Tachtatzis, IA Glover, P Lazaridis, D Upton, B Saeed, ...","IEEE Transactions on Power Delivery 34 (4), 1478-1489"
2211,Received signal strength intensity based localization of partial discharge in high voltage systems,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:hqOjcs7Dif8C,"U Khan, P Lazaridis, H Mohamed, D Upton, K Mistry, B Saeed, P Mather, ...","2018 24th International Conference on Automation and Computing (ICAC), 1-5"
2212,Low power radiometric partial discharge sensor using composite transistor-reset integrator,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:zYLM7Y9cAGgC,"DW Upton, BI Saeed, PJ Mather, MJN Sibley, PI Lazaridis, KK Mistry, ...","IEEE Transactions on Dielectrics and Electrical Insulation 25 (3), 984-992"
2213,Localization of partial discharge by using received signal strength,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:3fE2CSJIrl8C,"U Khan, P Lazaridis, H Mohamed, D Upton, K Mistry, B Saeed, P Mather, ...","2018 2nd URSI Atlantic Radio Science Meeting (AT-RASC), 1-4"
2214,A supervisory system for partial discharge monitoring,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:Y0pCki6q_DkC,"BI Saeed, DW Upton, MFQ Vieira, F Torres, H Mohamed, K Mistry, ...","2018 2nd URSI Atlantic Radio Science Meeting (AT-RASC), 1-4"
2215,Low power high-speed folding ADC based partial discharge sensor for wireless fault detection in substations,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:2osOgNQ5qMEC,"DW Upton, RP Haigh, BI Saeed, U Khan, H Mohamed, K Mistry, ...","2018 2nd URSI Atlantic Radio Science Meeting (AT-RASC), 1-4"
2216,Wireless sensor network for radiometric detection and assessment of partial discharge in high-voltage equipment,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:W7OEmFMy1HYC,"DW Upton, BI Saeed, PJ Mather, PI Lazaridis, MFQ Vieira, RC Atkinson, ...","Radio Science 53 (3), 357-364"
2217,Partial discharge detection in smart grid using software defined radio,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:4TOpqqG69KYC,"H Mohamed, PI Lazaridis, U Khan, B Saeed, K Mistry, D Upton, PJ Mather, ...","2017 25th Telecommunication Forum (TELFOR), 1-4"
2218,Partial discharge localization based on received signal strength,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:KlAtU1dfN6UC,"H Mohamed, P Lazaridis, D Upton, U Khan, K Mistry, B Saeed, P Mather, ...","2017 23rd International Conference on Automation and Computing (ICAC), 1-4"
2219,Diagnostic potential of free-space radiometric partial discharge measurements,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:Se3iqnhoufwC,"A Jaber, P Lazaridis, B Saeed, P Mather, MFQ Vieira, R Atkinson, ...",2017 XXXIInd General Assembly and Scientific Symposium of the International …
2220,Wireless sensor network for radiometric detection and assessment of partial discharge in HV equipment,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:qjMakFHDy7sC,"DW Upton, BI Saeed, U Khan, A Jaberi, H Mohamed, K Mistry, PJ Malher, ...",2017 XXXIInd General Assembly and Scientific Symposium of the International …
2221,Assessment of Effective Radiated Power of the Partial Discharge Emulator Source,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:kNdYIx-mwKoC,"A Jaber, P Lazaridis, B Saeed, Y Zhang, U Khan, D Upton, H Ahmed, ...","Wireless and Satellite Systems: 8th International Conference, WiSATS 2016 …"
2222,Validation of partial discharge emulator simulations using free-space radiometric measurements,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:ULOm3_A8WrAC,"A Jaber, P Lazaridis, B Saeed, Y Zhang, U Khan, D Upton, H Ahmed, ...",2016 International Conference for Students on Applied Engineering (ICSAE …
2223,Partial discharge detection using software defined radio,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:roLk4NBRz8UC,"H Mohamed, P Lazaridis, D Upton, U Khan, B Saeed, A Jaber, Y Zhang, ...",2016 International Conference for Students on Applied Engineering (ICSAE …
2224,Comparative study of Partial Discharge emulators for the calibration of Free-Space radiometric measurements,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:YOwf2qJgpHMC,"A Jaber, P Lazaridis, B Saeed, Y Zhang, U Khan, D Upton, H Ahmed, ...","2016 22nd International Conference on Automation and Computing (ICAC), 313-316"
2225,Assessment of absolute partial discharge intensity from a free-space radiometric measurement,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:WF5omc3nYNoC,"A Jaber, P Lazaridis, Y Zhang, B Saeed, U Khan, D Upton, H Ahmed, ...","2016 URSI Asia-Pacific Radio Science Conference (URSI AP-RASC), 1011-1014"
2226,Frequency spectrum analysis of radiated partial discharge signals,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:MXK_kJrjxJIC,"A Jaber, P Lazaridis, B Saeed, Y Zhang, U Khan, D Upton, H Ahmed, ...",Proceedings of the EUROEM
2227,Partial discharge detection using low cost RTL-SDR model for wideband spectrum sensing,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:0EnyYjriUFMC,"H Mohamed, P Lazaridis, D Upton, U Khan, B Saeed, A Jaber, Y Zhang, ...","2016 23rd International Conference on Telecommunications (ICT), 1-5"
2228,Multiple source localization for partial discharge monitoring in electrical substation,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:8k81kl-MbHgC,"Y Zhang, D Upton, A Jaber, H Ahmed, U Khan, B Saeed, P Mather, ...","2015 Loughborough Antennas & Propagation Conference (LAPC), 1-4"
2229,Radiometric wireless sensor network monitoring of partial discharge sources in electrical substations,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:LkGwnXOMwfcC,"Y Zhang, D Upton, A Jaber, H Ahmed, B Saeed, P Mather, P Lazaridis, ...","International Journal of Distributed Sensor Networks 11 (9), 438302"
2230,Comparison of contact measurement and free-space radiation measurement of partial discharge signals,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:M3ejUd6NZC8C,"A Jaber, P Lazaridis, Y Zhang, D Upton, H Ahmed, U Khan, B Saeed, ...","2015 21st International Conference on Automation and Computing (ICAC), 1-4"
2231,An ultrawideband patch antenna for UHF detection of partial discharge,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:_kc_bZDykSQC,"Y Zhang, D Upton, A Jaber, U Khan, B Saeed, H Ahmed, P Mather, ...","2015 1st URSI Atlantic Radio Science Conference (URSI AT-RASC), 1-1"
2232,Radiometer monitoring system for partial discharge detection in substation,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:UeHWp8X0CEIC,"Y Zhang, JM Neto, D Upton, A Jaber, U Khan, B Saeed, H Ahmed, ...","2015 1st URSI Atlantic Radio Science Conference (URSI AT-RASC), 1-1"
2233,Research Article Radiometric Wireless Sensor Network Monitoring of Partial Discharge Sources in Electrical Substations,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:UebtZRa9Y70C,"Y Zhang, D Upton, A Jaber, H Ahmed, B Saeed, P Mather, P Lazaridis, ...",RFSI Festivla
2234,Signal conditioning electronics for UHF partial discharge detection and location system.,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:ufrVoPGSRksC,"DW Upton, PJ Mather, Y Zhang, A Jaber, H Ahmed, U Khan, B Saeed, ...",
2235,Design of a wireless intelligent fuzzy controller network,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:eQOLeE2rZwMC,BI Saeed,University of Huddersfield
2236,A Network Based Learning Architecture for Fuzzy Logic Controllers,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:5nxA0vEk-isC,"B Saeed, B Mehrdadi",International Conference on Advances in Electrical Measurements and …
2237,Design of an iterative auto-tuning algorithm for a fuzzy PID controller,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:d1gkVwhDpl0C,"BI Saeed, B Mehrdadi","Journal of Physics: Conference Series 364 (1), 012052"
2238,Designing a Wireless Network of Intelligent Fuzzy Logic Controllers With NI LabVIEW,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:u5HHmVD_uO8C,"BI Saeed, B Mehrdadi",National Instruments
2239,Zero overshoot and fast transient response using a fuzzy logic controller,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:IjCSPb-OGe4C,"BI Saeed, B Mehrdadi","The 17th International Conference on Automation and Computing, 116-120"
2240,Intelligent Wireless Sensor Network,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:YsMSGLbcyi4C,"BI Saeed, B Mehrdadi",University of Huddersfield
2241,Free-Space Radiometric Estimation of Apparent Charge in Partial Discharge Processes for the Monitoring of Insulation Integrity in High Voltage Systems,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0s-v5PsAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=0s-v5PsAAAAJ:Zph67rFs4hoC,"A Jaber, P Lazaridis, B Saeed, U Khan, Y Zhang, D Upton, H Ahmed, ...",
2242,Corrosion inhibitive performance of Kopsia teoi extracts towards mild steel in 0.5 M HCl solution,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zUSjYiYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zUSjYiYAAAAJ:9yKSN-GCB0IC,"MT Muhammad, MH Hussin, MHA Bakar, TS Hamidon, SS Azahar, ...","Materials Chemistry and Physics 322, 129584"
2243,"Chemodiverse monoterpene indole alkaloids from Kopsia teoi, inhibitory potential against α-amylase, and their molecular docking studies",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zUSjYiYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zUSjYiYAAAAJ:d1gkVwhDpl0C,"MT Muhammad, MA Beniddir, L Phongphane, MHA Bakar, MH Hussin, ...","Fitoterapia 174, 105873"
2244,"Physico-Chemical quality analysis of drinking water samples in Darbandikhan region, Iraq",data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zUSjYiYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zUSjYiYAAAAJ:u-x6o8ySG0sC,"MT Muhammad, PR Ahmad, SS Mohammed",International Journal of Psychosocial Rehabilitation 24 (7)
2245,The Role of Vitamin D on the Immune System,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=zUSjYiYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=zUSjYiYAAAAJ:u5HHmVD_uO8C,"MT Muhammad, PR Ahmad, SS Mohammed",
2246,Comparative Study of Diode Laser Versus Intense Pulsed Light (IPL) for the management of Hirsutism in Sulaimani Government,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=F4eH2UIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=F4eH2UIAAAAJ:d1gkVwhDpl0C,BT Saeed,"Kurdistan Journal of Applied Research, 40-48"
2247,The management of helicobacter pylori infection in Sulaimani City.,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=F4eH2UIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=F4eH2UIAAAAJ:9yKSN-GCB0IC,"BT Saeed, AH Hussain, ZF Muhammed, AJ Hassan, AA Othman",EurAsian Journal of BioSciences 14 (1)
2248,Epidemiology and Risk Factors of Cancer Among Children and Adolescents in Sulaimani City: A Case-Control Study.,data1,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=F4eH2UIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=F4eH2UIAAAAJ:u5HHmVD_uO8C,"NM Kamal, MOA Qadir, BIH Rahim, AM Ibrahem, B Karadaghy","Acta Medica Iranica, 184-193"
